,Step,Loss,Beta,KL,Word,Topo,Assm,Steo,PNorm,GNorm,LR
36,3699.0,587.4067273139954,0.0,1584.5194091796875,91.13702994585037,98.43676030635834,91.24441279344188,100.0,245.91748938299494,10.12510459010842,0.001
37,3799.0,539.6262023448944,0.0,1623.034912109375,91.87265479564667,98.76251477003098,91.3632810595948,100.0,247.9488358428212,15.297618871411293,0.001
38,3899.0,563.708375453949,0.0,1592.7781982421875,91.27012664079666,98.66153573989868,91.81465219853501,100.0,250.14967227138527,13.377792560490144,0.001
39,3999.0,558.8787460327148,0.0,1646.8277587890625,91.50484919548035,98.67929822206497,91.88887014454339,100.0,252.350882796947,15.418165829899438,0.001
40,4099.0,546.0864086151123,0.0,1530.157470703125,91.48928624391556,98.70652186870575,91.74574543320065,100.0,254.6407582852112,15.467999669571284,0.001
41,4199.0,523.7594358921051,0.0,1626.1060791015625,92.18668204545975,98.75101006031036,92.1450475903347,100.0,256.70568772333036,12.732946423909981,0.001
42,4299.0,509.9817922115326,0.0,1644.0125732421875,92.17720341682434,98.87286257743835,92.35809386232697,100.0,258.8112804634253,13.146107318916021,0.001
43,4399.0,542.2780590057373,0.0,1572.95703125,91.72792428731918,98.64189922809601,92.26750075168565,100.0,261.0186967023689,16.997651602646023,0.001
44,4499.0,529.7002460956573,0.0,1654.814697265625,91.7055212855339,98.75833022594452,92.53480214327993,100.0,263.3988695198774,12.131818920857718,0.001
45,4599.0,522.9470145702362,0.0,1640.8828125,92.17455333471298,98.8640633225441,92.02745821747519,100.0,265.67492133107766,16.672768855650546,0.001
46,4699.0,504.2690863609314,0.0,1633.8280029296875,92.31501162052155,98.89417570829391,92.32199174754389,100.0,267.8922120602408,13.119786136996371,0.001
47,4799.0,494.35536718368536,0.0,1650.5601806640625,92.5877195596695,98.99678456783295,92.73729150797881,100.0,269.9833972194857,11.807309955668867,0.001
48,4899.0,493.2853021621704,0.0,1672.6558837890625,92.52740675210953,98.90465569496155,93.0792700458039,100.0,272.2535859498027,14.331585068215656,0.001
49,4999.0,493.3959515094757,0.0,1704.8121337890625,92.57591551542282,98.81284499168396,92.83102431354635,100.0,274.38840037802936,13.966161064484139,0.001
50,5099.0,494.9249196052551,0.0,1732.8719482421875,92.53767675161362,98.95306360721588,92.90793671165605,100.0,276.3658473674336,12.906383797403754,0.001
51,5199.0,459.65533876419073,0.0,1695.3797607421875,92.9797933101654,99.0419254899025,93.17656172008893,100.0,278.4742612092835,13.358146868245532,0.001
52,5299.0,487.42720580101013,0.0,1643.509033203125,92.67087012529373,98.97995871305466,93.38117551919802,100.0,280.4169265654541,15.05354694909295,0.001
53,5399.0,459.3311355113984,0.0,1787.9761962890625,92.94883614778519,98.97815728187561,93.58487236762568,100.0,282.6751831660749,11.716185782150134,0.001
54,5499.0,462.0116455554962,0.0,1758.242431640625,92.97032940387726,98.95692294836044,93.82698079159879,100.0,284.6923268752575,13.308088081067822,0.001
55,5599.0,476.68006801605225,0.0,1737.504150390625,92.68502283096313,98.98537087440491,93.82985864909271,100.0,286.8937924434568,13.017492506914875,0.001
56,5699.0,465.06644845008844,0.0,1662.0654296875,92.88568842411041,99.03096890449524,93.5722415629245,100.0,288.96022030000415,14.818310086672966,0.001
57,5799.0,467.9539215564728,0.0,1724.524658203125,93.01124507188797,98.97718077898026,93.70728473365655,100.0,291.08772888031706,12.640803568004552,0.001
58,5899.0,431.0276129245758,0.0,1682.327392578125,93.57523477077484,99.0994810461998,93.67581485333231,100.0,292.9477723069316,9.782786042761696,0.001
59,5999.0,449.27833008766174,0.0,1751.357421875,93.13337832689285,99.09243524074554,93.85807723929669,100.0,295.16239991024423,11.062732414565664,0.001
60,6099.0,448.4977271556854,0.0,1777.760009765625,93.2970033288002,99.11863696575165,94.3275060914366,100.0,297.3569956206189,9.056222299252491,0.001
61,6199.0,434.6436486244202,0.0,1789.5146484375,93.4492672085762,99.13630455732346,94.18609839686123,100.0,299.15018481619626,12.00635952522401,0.001
62,6299.0,449.17957282066345,0.0,1792.468017578125,93.07953983545303,99.06080251932144,93.91242561527908,100.0,301.4605304760313,13.078435707466657,0.001
63,6399.0,430.81646394729614,0.0,1725.6441650390625,93.30494177341461,99.17719572782516,94.57622928235072,100.0,303.41657787161046,10.989336868316084,0.001
64,6499.0,421.6177082061767,0.0,1736.535400390625,93.74030476808548,99.16479498147964,94.3097090601014,100.0,305.18020242619775,11.605285876990138,0.001
65,6599.0,428.23394107818604,0.0,1814.3668212890625,93.5535957813263,99.10436594486237,94.67773468855292,100.0,307.14110961650874,9.982806722721772,0.001
66,6699.0,422.37272787094116,0.0,1784.6903076171875,93.563736140728,99.04501175880432,94.82738596783486,100.0,309.18402697250224,12.611639130223471,0.001
67,6799.0,424.9904587268829,0.0,1736.1051025390625,93.53678178787231,99.1320132613182,94.75834586368282,100.0,311.33469219316225,7.674282636905994,0.001
68,6899.0,424.7806763648986,0.0,1783.0289306640625,93.55273228883743,99.18198770284653,94.18812505798809,100.0,313.320062035628,11.324836425488176,0.001
69,6999.0,402.48877859115606,0.0,1765.620361328125,93.88461530208588,99.24819123744965,95.01639285055057,100.0,315.1283267787709,10.58402512202948,0.001
70,7099.0,406.3570194244385,0.0,1791.3724365234375,93.86174231767654,99.17265373468399,94.74821331931497,100.0,317.00881160479196,12.221282294201208,0.001
71,7199.0,422.43734550476074,0.0,1872.9354248046875,93.66981089115143,99.11673873662949,94.55763249452704,100.0,318.8877068598795,12.50288467999322,0.001
72,7299.0,402.25999712944025,0.0,1831.2574462890625,94.0334284901619,99.12240147590637,95.1387524521049,100.0,320.9068594759097,17.68453527579059,0.001
73,7399.0,416.5180971622467,0.0,1818.6343994140625,93.80382663011551,99.15146791934967,95.08377341833825,100.0,322.81215087437255,14.148472621570985,0.001
74,7499.0,386.0399866104126,0.0,1810.5523681640625,94.20926374197006,99.22965496778488,94.92502061912217,100.0,324.63145529624495,10.213206453924995,0.001
75,7599.0,398.7637355327606,0.0,1724.6839599609375,94.00509262084961,99.240638256073,95.28411868010869,100.0,326.46165918162853,11.452992512428759,0.001
76,7699.0,394.8542356491089,0.0,1775.2088623046875,94.03678888082504,99.18966364860535,95.47010852289658,100.0,328.2474251934586,15.861408922122857,0.001
77,7799.0,391.9437689781189,0.0,1831.8582763671875,94.17127948999405,99.19070494174957,95.2339346814421,100.0,330.0979231944447,10.49244376912018,0.001
78,7899.0,400.5204894542694,0.0,1759.1763916015625,94.15915650129318,99.16627103090286,94.81478535095957,100.0,332.02848772260415,11.038621046742291,0.001
79,7999.0,389.254634141922,0.0,1822.44140625,94.23689901828766,99.21455079317093,95.67127110921473,100.0,333.8034302860961,11.831291315980478,0.001
80,8099.0,393.7411062717438,0.0,1804.7537841796875,94.15443497896194,99.22473603487015,95.49682293927658,100.0,335.6123117082342,9.389867536090213,0.001
81,8199.0,395.7513916492462,0.0,1810.958984375,94.24735277891159,99.1706400513649,95.33168943340893,100.0,337.56797669042174,10.516260481309548,0.001
82,8299.0,392.44643998146057,0.0,1872.030517578125,94.26244014501572,99.27999180555344,94.87132362333472,100.0,339.57543081725703,10.534827448209356,0.001
83,8399.0,387.62178683280945,0.0,1855.994140625,94.21237045526505,99.2914589047432,95.43973142960341,100.0,341.78429543045064,12.123028473964323,0.001
84,8499.0,365.9018394947052,0.0,1839.3167724609375,94.52180427312851,99.34281867742538,95.4617726475075,100.0,343.6417009330972,8.94901039416923,0.001
85,8599.0,374.90060567855835,0.0,1833.9058837890625,94.50950461626053,99.2491227388382,95.60029478265285,100.0,345.41792398697015,10.218688237260643,0.001
86,8699.0,379.2798273563385,0.0,1834.3746337890625,94.58619695901871,99.18025016784668,95.67941404486295,100.0,347.4066503806266,11.085758749433401,0.001
87,8799.0,384.07699823379517,0.0,1877.2889404296875,94.36860692501068,99.2404146194458,95.48790192793257,100.0,349.6328704833219,10.027321821666185,0.001
88,99.0,335.4292182922363,0.0,1841.6474609375,95.18214809894562,99.39355856180191,96.22200565120785,100.0,353.00458407136733,10.201774747866367,0.0009000000000000001
89,199.0,329.9291179180145,0.0,1876.1171875,95.39395374059677,99.41095316410065,96.19906260256937,100.0,354.4856905340087,10.209754690603217,0.0009000000000000001
90,299.0,318.42487621307373,0.0,1858.030517578125,95.38870525360107,99.37909698486328,96.85469039738666,100.0,356.3547422783992,9.551912585790916,0.0009000000000000001
91,399.0,338.47413396835327,0.0,1851.8935546875,95.15342158079147,99.34690243005753,95.9818678425936,100.0,357.9165068466725,12.47977349853108,0.0009000000000000001
92,499.0,324.93036913871765,0.0,1871.233642578125,95.46966648101807,99.44513869285583,96.03764467842933,100.0,359.45787699463847,10.445394419365151,0.0009000000000000001
93,599.0,326.0057489871979,0.0,1926.46484375,95.39114558696747,99.37722253799438,96.23877615289234,100.0,361.4183163292758,9.364832570774695,0.0009000000000000001
94,699.0,332.808851480484,0.0,1889.83984375,95.21661573648453,99.45844858884811,96.20081079638248,100.0,363.0859108747413,12.081500288089961,0.0009000000000000001
95,799.0,335.8284227848053,0.0,1993.4207763671875,95.02792191505432,99.38739597797394,96.56412361442113,100.0,364.8900723397979,8.735138158952497,0.0009000000000000001
96,899.0,314.8130054473877,0.0,1968.5113525390625,95.58233141899109,99.39727061986923,96.17545955548164,100.0,366.5353433145112,13.207115413731845,0.0009000000000000001
97,999.0,317.0275685787201,0.0,1942.1688232421875,95.4317536354065,99.41693913936615,96.54013659483115,100.0,367.96862801393416,11.222145410962636,0.0009000000000000001
98,1099.0,327.4255166053772,0.0,1896.0911865234375,95.25660449266434,99.3761414885521,96.25380207331688,100.0,370.0111955974923,9.170851249643011,0.0009000000000000001
99,1199.0,322.4462537765503,0.0,1935.007080078125,95.48814308643341,99.39782363176346,96.36746110937155,100.0,371.8585869317426,11.192580733483906,0.0009000000000000001
100,1299.0,326.4023365974426,0.0,2032.9853515625,95.4318470954895,99.40182703733444,96.46036329599805,100.0,373.73497809021273,10.636317970973582,0.0009000000000000001
101,1399.0,313.48338639736176,0.0,2001.3162841796875,95.42096108198166,99.42703938484192,96.66046873589185,100.0,375.2868007830108,11.313602663841134,0.0009000000000000001
102,1499.0,327.1722409725189,0.0,1909.426025390625,95.15494257211685,99.37569642066956,96.28773075617758,100.0,377.25281544468646,11.037187900509709,0.0009000000000000001
103,1599.0,321.6318962574005,0.0,1939.2557373046875,95.35484969615936,99.42318987846375,96.6246222155895,100.0,378.7886372225661,9.39522449998585,0.0009000000000000001
104,1699.0,306.8446419239044,0.0,2109.286865234375,95.48355746269226,99.43321114778519,96.98711219175726,100.0,380.5937379850691,11.055386440150203,0.0009000000000000001
105,1799.0,314.051230430603,0.0,1961.4486083984375,95.46594852209091,99.42085212469101,96.77245380799057,100.0,382.393141168944,7.8511935182982,0.0009000000000000001
106,1899.0,320.48668348789215,0.0,2018.8465576171875,95.4884843826294,99.50500506162643,96.8232957944794,100.0,384.0006478538555,10.206426953319932,0.0009000000000000001
107,1999.0,324.7369010448456,0.0,2003.3621826171875,95.33547532558441,99.44645166397095,96.60245288030261,100.0,385.82499807862183,11.66755848028936,0.0009000000000000001
108,2099.0,316.2884941101074,0.0,1924.950439453125,95.43783032894135,99.41648888587952,96.66782541142138,100.0,387.64008900543894,10.520788882055157,0.0009000000000000001
109,2199.0,323.27183866500854,0.0,1936.143798828125,95.15069365501404,99.47612428665161,96.35588946731832,100.0,389.3126582708165,7.945036361981387,0.0009000000000000001
110,2299.0,320.1686019897461,0.0,2020.28125,95.35522025823593,99.4099406003952,96.92879114504238,100.0,391.0910739218829,8.467172790342413,0.0009000000000000001
111,2399.0,323.2853751182556,0.0,1981.3287353515625,95.42512547969818,99.40867954492569,96.42896100880151,100.0,393.02933196521536,11.263519767047658,0.0009000000000000001
112,2499.0,319.0269408226013,0.0,2035.1619873046875,95.50723987817764,99.41689157485962,96.49348144766806,100.0,395.07266576597067,7.121955920099568,0.0009000000000000001
113,2599.0,313.35627365112305,0.0,2037.993408203125,95.60308909416199,99.42813813686371,96.7687600671916,100.0,396.5935369614959,9.516212568463153,0.0009000000000000001
114,2699.0,306.5854744911194,0.0,1991.6363525390625,95.70216542482376,99.46230262517929,96.82223769209423,100.0,398.18786675680013,8.741157192264707,0.0009000000000000001
115,2799.0,321.9804906845093,0.0,2074.16650390625,95.38937222957611,99.42631381750107,96.53330097648306,100.0,400.1308251171546,11.829538704924893,0.0009000000000000001
116,2899.0,326.9060263633728,0.0,2022.4859619140625,95.25714230537415,99.4091249704361,96.56866684991685,100.0,402.18709976732157,8.423652795668286,0.0009000000000000001
117,2999.0,313.200980424881,0.0,2053.064208984375,95.59537917375565,99.41674375534058,97.0614659621195,100.0,403.59814009646544,8.15056466276699,0.0009000000000000001
118,3099.0,311.8003776073456,0.0,2020.9442138671875,95.70264202356339,99.46563291549683,96.58726536193912,100.0,405.3793063428598,11.229824391622019,0.0009000000000000001
119,3199.0,309.51620399951935,0.0,2075.689453125,95.65494275093079,99.45002847909927,96.90498902114759,100.0,406.7774129911236,10.416237873948031,0.0009000000000000001
120,3299.0,298.5608743429184,0.0,2029.6240234375,95.86094111204147,99.45194494724274,97.32658772150224,100.0,408.3639588437987,9.30644256519437,0.0009000000000000001
121,3399.0,305.7218334674835,0.0,1917.0787353515625,95.83509302139282,99.4608815908432,96.68254777389377,100.0,409.96157134105,9.346583369061888,0.0009000000000000001
122,3499.0,303.43716073036194,0.0,2036.5242919921875,95.75004571676254,99.45884662866592,96.80027514977445,100.0,411.4977434392579,9.777021763475423,0.0009000000000000001
123,3599.0,300.72064328193665,0.0,2058.78564453125,95.67003589868546,99.45593065023422,97.06573387656091,100.0,413.33991954463283,9.957671585198769,0.0009000000000000001
124,3699.0,301.5025477409363,0.0,2049.77734375,95.78141659498215,99.47699230909348,97.12437962786068,100.0,414.8571755192885,9.994055847913037,0.0009000000000000001
125,3799.0,309.0493258237839,0.0,2002.4403076171875,95.62797939777374,99.5428780913353,97.15183678347849,100.0,416.63754086742557,10.14056583678728,0.0009000000000000001
126,3899.0,307.93453884124756,0.0,2080.19140625,95.58472102880478,99.5126501917839,96.95752657416008,100.0,418.4562213254741,8.502204289800874,0.0009000000000000001
127,3999.0,313.74340319633484,0.0,2051.900146484375,95.60294795036316,99.43919789791107,96.67401059994819,100.0,420.1774960718905,9.469956932948767,0.0009000000000000001
128,4099.0,298.09634578227997,0.0,2161.922119140625,95.94057613611221,99.42241996526718,97.01665007791533,100.0,421.77466486463334,11.04031599682384,0.0009000000000000001
129,4199.0,301.75639390945435,0.0,2061.953369140625,95.93909519910812,99.42866837978363,96.91439570679658,100.0,423.8588086702304,13.569178105488387,0.0009000000000000001
130,4299.0,323.08089876174927,0.0,2064.251708984375,95.50809675455093,99.44397497177124,96.32433128096874,100.0,425.57843887852175,13.30876704783174,0.0009000000000000001
131,4399.0,305.9584548473358,0.0,2133.225341796875,95.73445302248001,99.45508807897568,96.99437002926322,100.0,427.27408342019874,10.089066603618411,0.0009000000000000001
132,4499.0,307.20130491256714,0.0,2022.8980712890625,95.76306265592575,99.4637001156807,97.1165082491808,100.0,429.12764499254394,9.408679111791624,0.0009000000000000001
133,4599.0,303.5176124572754,0.0,2060.815673828125,95.82528311014175,99.45480209589005,97.12887339746659,100.0,431.30713571267995,11.652863341373443,0.0009000000000000001
134,4699.0,280.04112565517426,0.0,2137.43798828125,96.20736753940582,99.51467776298523,97.24106815369743,100.0,432.8142580252796,9.403155971277947,0.0009000000000000001
135,4799.0,292.42583751678467,0.0,2122.328857421875,95.86561316251755,99.49387228488922,97.17628847490982,100.0,434.3159082072488,11.180465556153738,0.0009000000000000001
136,4899.0,302.0943887233734,0.0,2035.5980224609375,95.85378605127335,99.41934233903885,96.69798044400713,100.0,436.1828373553388,7.688820230417121,0.0009000000000000001
137,4999.0,304.50409746170044,0.0,2029.948486328125,95.6819200515747,99.47132247686386,96.91999628419865,100.0,437.8979071728216,8.384409070978771,0.0009000000000000001
138,5099.0,301.39517092704773,0.0,1980.5325927734375,95.9799462556839,99.44165581464767,96.93878543895528,100.0,439.7244336361585,8.88852272234245,0.0009000000000000001
139,5199.0,300.5443013906479,0.0,2153.501953125,95.84104347229004,99.49871909618378,97.27765744792619,100.0,441.6806961670439,11.268470855950648,0.0009000000000000001
140,5299.0,286.55982542037964,0.0,2088.57861328125,96.11104011535645,99.53143233060837,97.18059023851879,100.0,443.0860051795188,9.212829571781251,0.0009000000000000001
141,5399.0,291.1877897977829,0.0,2079.368896484375,96.12265086174011,99.53609210252762,97.45760631572071,100.0,444.9635478305908,9.800549893701792,0.0009000000000000001
142,5499.0,301.4783650636673,0.0,2089.95556640625,95.76398122310638,99.488574385643,97.01432474548727,100.0,446.94680274653086,10.991745645838716,0.0009000000000000001
143,5599.0,301.4569706916809,0.0,2123.1640625,95.77918601036072,99.48331320285797,97.2891689703423,100.0,448.72952357370696,15.052665901400774,0.0009000000000000001
144,5699.0,299.54442048072815,0.0,1998.939453125,95.78625905513763,99.4994438290596,97.09021473556996,100.0,450.42185571604256,10.946199589569243,0.0009000000000000001
145,5799.0,291.4308497905731,0.0,2082.1953125,95.81142449378967,99.51500821113586,97.27572703447788,100.0,451.8315800687759,7.46097610073019,0.0009000000000000001
146,5899.0,303.9804400205612,0.0,2120.333740234375,95.79063212871552,99.47448754310608,97.05765900843835,100.0,453.6253308499833,12.164792755463216,0.0009000000000000001
147,5999.0,296.85723412036896,0.0,2046.579345703125,95.96224588155746,99.51243591308594,96.86592203495785,100.0,455.25091160614954,8.403549500340473,0.0009000000000000001
148,6099.0,297.4862734079361,0.0,2112.180908203125,95.85325711965561,99.49431252479553,97.07596382931094,100.0,456.87916617465334,10.450381001190122,0.0009000000000000001
149,6199.0,287.51170694828033,0.0,2105.605224609375,96.13234585523605,99.54281103610992,97.31190042247195,100.0,458.2963077721042,8.882056287350654,0.0009000000000000001
150,6299.0,294.06801557540894,0.0,2060.848876953125,95.83104455471039,99.48293310403824,97.41841531674343,100.0,459.79069499278523,10.47370671834231,0.0009000000000000001
151,6399.0,284.92279291152954,0.0,2108.74267578125,96.0161047577858,99.5023004412651,97.08444809743361,100.0,461.4356813878932,9.0515101934695,0.0009000000000000001
152,6499.0,279.0891444683075,0.0,2122.243408203125,96.23029386997223,99.5578048825264,97.53480401389909,100.0,463.1765075202472,6.968452930841455,0.0009000000000000001
153,6599.0,306.43228459358215,0.0,2149.418701171875,95.67377001047134,99.45863687992096,97.2760400550357,100.0,464.6866033343181,8.981020131172365,0.0009000000000000001
154,6699.0,294.6461932659149,0.0,2179.070068359375,95.87835139036179,99.46997666358948,97.25756502180602,100.0,466.49895942361246,11.802979855684768,0.0009000000000000001
155,6799.0,285.2382233142853,0.0,2182.50146484375,95.97157847881317,99.57296180725098,97.493465900517,100.0,467.85866707408223,11.543649568594663,0.0009000000000000001
156,6899.0,290.3260054588318,0.0,2193.93408203125,95.92031925916672,99.54296106100082,97.32704107467828,100.0,469.60861644524016,9.108370234495851,0.0009000000000000001
157,6999.0,284.0555475950241,0.0,2089.014892578125,96.13541412353516,99.54395377635956,97.02856191624656,100.0,471.1385457150141,9.615250032953044,0.0009000000000000001
158,7099.0,290.1129242181778,0.0,2241.49169921875,96.14337289333344,99.48738187551498,97.27074667857211,100.0,472.5500680845747,13.04301327855504,0.0009000000000000001
159,7199.0,298.5173146724701,0.0,2256.829345703125,95.71475851535797,99.53416776657104,97.53710424844691,100.0,474.36556028371064,11.385893230961914,0.0009000000000000001
160,7299.0,284.81663942337036,0.0,2200.581787109375,96.17380839586258,99.54903614521027,97.4014608005219,100.0,476.33750244333703,10.229929443867759,0.0009000000000000001
161,7399.0,286.46306324005127,0.0,2240.82763671875,96.07320302724838,99.51385229825974,97.41374189398185,100.0,477.6024514686231,12.471435448542143,0.0009000000000000001
162,7499.0,285.3117059469223,0.0,2248.0341796875,96.09656763076782,99.54501730203629,97.44724753341924,100.0,479.02941801802285,12.412257161695084,0.0009000000000000001
163,7599.0,289.4060742855072,0.0,2160.734130859375,96.08514338731766,99.51202440261841,97.2918599226891,100.0,480.58388533174826,10.142642831595623,0.0009000000000000001
164,7699.0,284.12223160266876,0.0,2275.377685546875,96.14854341745377,99.51438397169113,97.27019282139635,100.0,482.3851686738293,11.64316103224777,0.0009000000000000001
165,7799.0,288.5235388278961,0.0,2157.584716796875,96.01871556043625,99.54096066951752,97.5464864805509,100.0,484.026983315164,6.4847579681288074,0.0009000000000000001
166,7899.0,287.86892116069794,0.0,2372.67822265625,96.24630862474442,99.48150539398193,97.42696428870957,100.0,485.6223758580719,12.806620325284296,0.0009000000000000001
167,7999.0,279.1243780851364,0.0,2218.326904296875,96.2903048992157,99.55735063552856,97.61501993319145,100.0,487.33272109907045,9.432745543137427,0.0009000000000000001
168,8099.0,283.56100702285767,0.0,2210.135009765625,95.97841852903366,99.56199264526367,97.32003727516332,100.0,488.64607222182707,9.079797168031769,0.0009000000000000001
169,8199.0,279.285337805748,0.0,2202.87353515625,96.19251477718353,99.56905663013458,97.22214140197919,100.0,490.12968301922797,7.968938432616802,0.0009000000000000001
170,8299.0,279.71342742443085,0.0,2236.8876953125,96.21766543388367,99.55764365196228,97.38826388800643,100.0,491.5929689459821,7.580463238174053,0.0009000000000000001
171,8399.0,275.56783390045166,0.0,2303.015625,96.46482264995575,99.54104822874069,97.50488487163761,100.0,492.7789886558835,9.293875016455935,0.0009000000000000001
172,8499.0,271.71111357212067,0.0,2222.06640625,96.45795249938965,99.58747243881226,97.6810329304789,100.0,494.3303649819679,11.236709066730942,0.0009000000000000001
173,8599.0,279.07586681842804,0.0,2141.530517578125,96.23734778165817,99.55638486146927,97.75201840968576,100.0,496.04572698629426,10.25006342554601,0.0009000000000000001
174,8699.0,279.30328714847565,0.0,2166.176025390625,96.30247586965561,99.55243331193924,97.31592897784196,100.0,497.5919873833835,9.301940382057817,0.0009000000000000001
175,8799.0,285.27253770828247,0.0,2241.251708984375,96.06501168012619,99.54881155490875,97.47786133805666,100.0,499.0107600538034,10.44976711071459,0.0009000000000000001
176,99.0,249.2853730916977,0.0,2319.019775390625,96.81023663282394,99.61489868164062,97.93200157608095,100.0,501.7156098939473,7.425811040084884,0.0008100000000000001
177,199.0,235.37022995948794,0.0,2231.351806640625,97.02485316991806,99.61555296182632,98.09653310373045,100.0,502.6918710892699,9.522065803162116,0.0008100000000000001
