,Step,Loss,Beta,KL,Word,Topo,Assm,PNorm,GNorm,LR
0,99.0,3228.566804885864,0.0,37.174232728779316,82.56380888819695,58.13184860809337,86.234525429218,102.85453480237905,12.475028581425006,0.001
1,199.0,2002.551389694214,0.0,57.8935244679451,90.4142324924469,62.52640116479209,100.0,107.83139189986878,11.172953698337844,0.001
2,299.0,1660.155255317688,0.0,65.41715407371521,92.49165618419647,64.56699568141346,100.0,111.61468522443404,13.366526742855916,0.001
3,399.0,1480.148094177246,0.0,70.22591423988342,92.67145198583603,65.57726125266738,100.0,115.10636864162869,11.674806570257632,0.001
4,499.0,1300.4693613052368,0.0,73.73547351360321,93.85560804605484,64.79428581241507,100.0,118.17511816154357,14.394140535052596,0.001
5,599.0,1256.4712228775024,0.0,75.22612243890762,94.22108942270279,67.1303166548974,100.0,121.13731905626692,12.898682374106768,0.001
6,699.0,1143.7013101577759,0.0,77.76239085197449,94.2380793094635,67.52391498887994,100.0,123.97506525427318,11.552919823840055,0.001
7,799.0,1051.9733347892761,0.0,79.26795965433121,95.11672800779343,68.99873214068964,100.0,126.7163655572799,11.730032492684662,0.001
8,899.0,985.2380032539367,0.0,80.24483823776245,95.1128688454628,71.87373440709626,100.0,129.27671821716137,10.427972222462069,0.001
9,999.0,907.1065349578857,0.0,82.1094178557396,95.60041004419327,72.3995828084308,100.0,131.59622869869403,18.014174395554967,0.001
10,1099.0,885.9792122840881,0.0,82.50548833608627,95.73237806558609,74.08421864450102,100.0,133.9172307623429,15.111098488719577,0.001
11,1199.0,847.8181824684143,0.0,83.35404509305954,95.74090319871902,76.62561408413798,100.0,136.22788983581628,18.340946169741276,0.001
12,1299.0,823.1328082084655,0.0,83.57329761981964,96.07703697681427,77.09771262456373,100.0,138.39697424833665,11.734316954687365,0.001
13,1399.0,761.6486105918884,0.0,84.65875732898712,96.19592946767807,78.99634901672351,100.0,140.4287737665902,10.524875721359733,0.001
14,1499.0,762.249762058258,0.0,84.95331352949142,96.48012465238571,79.5297609920377,100.0,142.350001812161,9.748889686962206,0.001
15,1599.0,746.1053862571716,0.0,84.91319596767426,96.45441341400146,79.18279599384446,100.0,144.28581515415266,11.434709236421286,0.001
16,1699.0,711.3995571136475,0.0,85.73076921701431,96.6477261185646,80.15433746432012,100.0,146.2371877170362,11.476530823753086,0.001
17,1799.0,681.1920266151428,0.0,86.46737658977509,96.9493904709816,79.89204885074014,100.0,148.10643738821415,11.562797815482211,0.001
