,Step,Loss,KL,Word,Topo,Assm,Steo,PNorm,GNorm,LR
0,99.0,1006.0242576599121,787.7953491210938,90.41067016124725,99.11540043354034,95.6791129275819,100.0,930.7374631928193,16.84012311663551,0.001
1,199.0,327.65749275684357,848.4652709960938,96.43804293870926,99.68789446353912,96.02857174714136,100.0,931.7561060445377,20.599121962132845,0.001
2,299.0,301.5914750099182,797.1968994140625,97.10868579149246,99.70626300573349,96.1139101367414,100.0,933.2204500355668,11.537178814462298,0.001
3,399.0,294.29859614372253,818.482421875,97.18221312761307,99.75529509782791,96.05969907583486,100.0,934.498673167522,11.687139733495863,0.001
4,499.0,287.5077633857727,807.0675659179688,97.23957288265228,99.74600219726562,95.72269375604424,100.0,936.003269374943,20.73649358734357,0.001
5,599.0,280.6132527589798,773.932861328125,97.39981663227081,99.80045598745346,95.74663202219422,100.0,937.22193108092,16.662615477962984,0.001
6,699.0,278.7909880876541,825.7249145507812,97.61967897415161,99.77640289068222,95.3880607790319,100.0,938.5639214166682,13.05428729365243,0.001
7,799.0,271.4988398551941,811.4304809570312,97.69647532701492,99.76633781194687,95.90226383686104,100.0,939.6341030306877,7.51764432528808,0.001
8,899.0,274.06205904483795,791.9888916015625,97.74835526943207,99.7664932012558,95.83277639419535,100.0,940.6673482011238,18.42804873766713,0.001
9,999.0,268.1433981657028,846.6516723632812,97.6633169054985,99.77585941553116,95.99918045872383,100.0,941.3331660231667,15.841478234415803,0.001
10,1099.0,267.62764942646027,851.2390747070312,97.84797602891922,99.79645323753357,96.3479089085366,100.0,942.4459169756005,22.445414367990615,0.001
11,1199.0,271.19712603092194,828.42626953125,97.63721472024918,99.75782334804535,95.83457990632661,100.0,943.2766073780269,11.127575264118551,0.001
12,1299.0,276.7146862745285,815.239013671875,97.62380635738373,99.78904616832733,95.78636080877862,100.0,944.7261759135006,13.557310570235884,0.001
13,1399.0,264.6566141843796,828.2880859375,97.76464110612869,99.79110819101334,95.98043054516279,100.0,946.0767210559109,21.554680190256796,0.001
14,1499.0,273.90720891952515,814.0650634765625,97.80181932449341,99.76921927928925,95.62940246685253,100.0,947.2219224602219,9.661155189104745,0.001
15,1599.0,270.39634907245636,852.6755981445312,97.79822939634323,99.80394095182419,95.85705079412267,100.0,948.4174431995484,27.997138134472028,0.001
16,1699.0,273.25475561618805,805.08740234375,97.76720827817917,99.80307120084763,95.7723975535244,100.0,949.7492053629139,8.128695389364774,0.001
17,1799.0,274.4607081413269,803.8108520507812,97.65412378311157,99.77371263504028,95.97024861368244,100.0,951.1229529328704,13.704143806607952,0.001
18,1899.0,267.2734169960022,832.6851806640625,97.7643678188324,99.79121023416519,95.55420295656958,100.0,952.1683220382067,12.041222836850762,0.001
19,1999.0,262.38514173030853,827.6023559570312,97.88917529582977,99.78938776254654,95.9064095816467,100.0,953.0180811533951,28.913993072797425,0.001
20,2099.0,270.15982472896576,812.8947143554688,97.81828558444977,99.80976927280426,95.74704927239677,100.0,954.1745211167415,13.272557945623774,0.001
21,2199.0,264.7940332889557,834.8943481445312,97.81346660852432,99.79324895143509,95.95700132149645,100.0,954.9916656697189,12.149871205298783,0.001
22,2299.0,270.23849976062775,831.3816528320312,97.76279824972153,99.76570355892181,95.83244622704868,100.0,955.9803387075524,14.227111311952811,0.001
23,2399.0,266.0477112531662,822.2238159179688,97.78696352243423,99.78812998533249,95.77128827246166,100.0,957.3529556835053,9.670530167050785,0.001
24,2499.0,260.9536052942276,806.7655029296875,97.85874772071838,99.78584223985672,95.92150168220451,100.0,958.3265972287949,13.07452756604807,0.001
25,2599.0,261.14524483680725,848.5267944335938,97.7925455570221,99.7975605726242,95.7958191018742,100.0,959.4052901625962,10.573585092770141,0.001
26,2699.0,268.6452385187149,806.6713256835938,97.87574511766434,99.76343244314194,95.6760110603245,100.0,960.6895448684334,14.364942736724313,0.001
27,2799.0,250.82757544517514,837.5665893554688,98.03500270843506,99.77923882007599,96.08363344762246,100.0,961.4742211180009,18.77664765401486,0.001
28,2899.0,269.0798149108887,813.3277587890625,97.83721339702606,99.76421386003494,95.69792474911023,100.0,962.4928688468659,23.19305798799377,0.001
29,2999.0,263.90233957767487,765.918701171875,97.74970495700836,99.79966807365417,96.15982697102837,100.0,963.6203095057147,8.143114655043423,0.001
30,3099.0,261.6287935972214,825.1218872070312,97.8983279466629,99.80798321962357,95.78751259215929,100.0,964.4773019944267,12.437583964243125,0.001
31,3199.0,274.3823746442795,774.6793823242188,97.65984278917313,99.76879197359085,95.49051298738615,100.0,965.4604131660963,7.213709591211533,0.001
32,3299.0,274.0762445926666,832.1967163085938,97.78139072656631,99.7933177947998,95.7725953454725,100.0,966.4166807956501,18.016564874009333,0.001
33,3399.0,265.6317889690399,819.4778442382812,97.93437629938126,99.78151971101761,95.78051359614115,100.0,967.3726979133419,13.19979602984616,0.001
34,3499.0,263.4821515083313,828.1730346679688,97.92353731393814,99.79634100198746,95.58681127306403,100.0,968.4408724180204,9.285494576998035,0.001
35,3599.0,262.12242364883423,815.8330078125,97.88913571834564,99.8028114438057,95.71414124388399,100.0,969.174344904961,12.782200703906753,0.001
36,3699.0,261.5064353942871,793.1832885742188,97.85820007324219,99.82330447435379,95.80757780701047,100.0,969.7323730896825,12.45210653350093,0.001
